key,value
.evidences[].process.file.owner.groups[].desc,string
.evidences[].process.file.owner.groups[].domain,string
.evidences[].process.file.owner.groups[].name,string
.evidences[].process.file.owner.groups[].privileges[],string
.evidences[].process.file.owner.groups[].type,string
.evidences[].process.file.owner.groups[].uid,string
.evidences[].process.file.owner.ldap_person.cost_center,string
.evidences[].process.file.owner.ldap_person.created_time,integer
.evidences[].process.file.owner.ldap_person.created_time_dt,string
.evidences[].process.file.owner.ldap_person.deleted_time,integer
.evidences[].process.file.owner.ldap_person.deleted_time_dt,string
.evidences[].process.file.owner.ldap_person.email_addrs[],string
.evidences[].process.file.owner.ldap_person.employee_uid,string
.evidences[].process.file.owner.ldap_person.given_name,string
.evidences[].process.file.owner.ldap_person.hire_time,integer
.evidences[].process.file.owner.ldap_person.hire_time_dt,string
.evidences[].process.file.owner.ldap_person.job_title,string
.evidences[].process.file.owner.ldap_person.labels[],string
.evidences[].process.file.owner.ldap_person.last_login_time,integer
.evidences[].process.file.owner.ldap_person.last_login_time_dt,string
.evidences[].process.file.owner.ldap_person.ldap_cn,string
.evidences[].process.file.owner.ldap_person.ldap_dn,string
.evidences[].process.file.owner.ldap_person.leave_time,integer
.evidences[].process.file.owner.ldap_person.leave_time_dt,string
.evidences[].process.file.owner.ldap_person.location.city,string
.evidences[].process.file.owner.ldap_person.location.continent,string
.evidences[].process.file.owner.ldap_person.location.coordinates[],number
.evidences[].process.file.owner.ldap_person.location.country,string
.evidences[].process.file.owner.ldap_person.location.desc,string
.evidences[].process.file.owner.ldap_person.location.geohash,string
.evidences[].process.file.owner.ldap_person.location.is_on_premises,boolean
.evidences[].process.file.owner.ldap_person.location.isp,string
.evidences[].process.file.owner.ldap_person.location.lat,number
.evidences[].process.file.owner.ldap_person.location.long,number
.evidences[].process.file.owner.ldap_person.location.postal_code,string
.evidences[].process.file.owner.ldap_person.location.provider,string
.evidences[].process.file.owner.ldap_person.location.region,string
.evidences[].process.file.owner.ldap_person.manager,null
.evidences[].process.file.owner.ldap_person.modified_time,integer
.evidences[].process.file.owner.ldap_person.modified_time_dt,string
.evidences[].process.file.owner.ldap_person.office_location,string
.evidences[].process.file.owner.ldap_person.surname,string
.evidences[].process.file.owner.name,string
.evidences[].process.file.owner.org.name,string
.evidences[].process.file.owner.org.ou_name,string
.evidences[].process.file.owner.org.ou_uid,string
.evidences[].process.file.owner.org.uid,string
.evidences[].process.file.owner.risk_level,string
.evidences[].process.file.owner.risk_level_id,integer
.evidences[].process.file.owner.risk_score,integer
.evidences[].process.file.owner.type,string
.evidences[].process.file.owner.type_id,integer
.evidences[].process.file.owner.uid,string
.evidences[].process.file.owner.uid_alt,string
.evidences[].process.file.parent_folder,string
.evidences[].process.file.path,string
.evidences[].process.file.product.cpe_name,string
.evidences[].process.file.product.data_classification.category,string
.evidences[].process.file.product.data_classification.category_id,integer
.evidences[].process.file.product.data_classification.confidentiality,string
.evidences[].process.file.product.data_classification.confidentiality_id,integer
.evidences[].process.file.product.data_classification.policy.desc,string
.evidences[].process.file.product.data_classification.policy.group.desc,string
.evidences[].process.file.product.data_classification.policy.group.domain,string
.evidences[].process.file.product.data_classification.policy.group.name,string
.evidences[].process.file.product.data_classification.policy.group.privileges[],string
.evidences[].process.file.product.data_classification.policy.group.type,string
.evidences[].process.file.product.data_classification.policy.group.uid,string
.evidences[].process.file.product.data_classification.policy.is_applied,boolean
.evidences[].process.file.product.data_classification.policy.name,string
.evidences[].process.file.product.data_classification.policy.uid,string
.evidences[].process.file.product.data_classification.policy.version,string
.evidences[].process.file.product.feature.name,string
.evidences[].process.file.product.feature.uid,string
.evidences[].process.file.product.feature.version,string
.evidences[].process.file.product.lang,string
.evidences[].process.file.product.name,string
.evidences[].process.file.product.path,string
.evidences[].process.file.product.uid,string
.evidences[].process.file.product.url_string,string
.evidences[].process.file.product.vendor_name,string
.evidences[].process.file.product.version,string
.evidences[].process.file.security_descriptor,string
.evidences[].process.file.signature.algorithm,string
.evidences[].process.file.signature.algorithm_id,integer
.evidences[].process.file.signature.certificate.created_time,integer
.evidences[].process.file.signature.certificate.created_time_dt,string
.evidences[].process.file.signature.certificate.expiration_time,integer
.evidences[].process.file.signature.certificate.expiration_time_dt,string
.evidences[].process.file.signature.certificate.fingerprints[].algorithm,string
.evidences[].process.file.signature.certificate.fingerprints[].algorithm_id,integer
.evidences[].process.file.signature.certificate.fingerprints[].value,string
.evidences[].process.file.signature.certificate.is_self_signed,boolean
.evidences[].process.file.signature.certificate.issuer,string
.evidences[].process.file.signature.certificate.serial_number,string
.evidences[].process.file.signature.certificate.subject,string
.evidences[].process.file.signature.certificate.uid,string
.evidences[].process.file.signature.certificate.version,string
.evidences[].process.file.signature.created_time,integer
.evidences[].process.file.signature.created_time_dt,string
.evidences[].process.file.signature.developer_uid,string
.evidences[].process.file.signature.digest.algorithm,string
.evidences[].process.file.signature.digest.algorithm_id,integer
.evidences[].process.file.signature.digest.value,string
.evidences[].process.file.signature.state,string
.evidences[].process.file.signature.state_id,integer
.evidences[].process.file.size,integer
.evidences[].process.file.type,string
.evidences[].process.file.type_id,integer
.evidences[].process.file.uid,string
.evidences[].process.file.version,string
.evidences[].process.file.xattributes,object
.evidences[].process.group.desc,string
.evidences[].process.group.domain,string
.evidences[].process.group.name,string
.evidences[].process.group.privileges[],string
.evidences[].process.group.type,string
.evidences[].process.group.uid,string
.evidences[].process.integrity,string
.evidences[].process.integrity_id,integer
.evidences[].process.lineage[],string
.evidences[].process.loaded_modules[],string
.evidences[].process.name,string
.evidences[].process.namespace_pid,integer
.evidences[].process.parent_process,null
.evidences[].process.pid,integer
.evidences[].process.sandbox,string
.evidences[].process.session.count,integer
.evidences[].process.session.created_time,integer
.evidences[].process.session.created_time_dt,string
.evidences[].process.session.credential_uid,string
.evidences[].process.session.expiration_reason,string
.evidences[].process.session.expiration_time,integer
.evidences[].process.session.expiration_time_dt,string
.evidences[].process.session.is_mfa,boolean
.evidences[].process.session.is_remote,boolean
.evidences[].process.session.is_vpn,boolean
.evidences[].process.session.issuer,string
.evidences[].process.session.terminal,string
.evidences[].process.session.uid,string
.evidences[].process.session.uid_alt,string
.evidences[].process.session.uuid,string
.evidences[].process.terminated_time,integer
.evidences[].process.terminated_time_dt,string
.evidences[].process.tid,integer
.evidences[].process.uid,string
.evidences[].process.user.account.labels[],string
.evidences[].process.user.account.name,string
.evidences[].process.user.account.type,string
.evidences[].process.user.account.type_id,integer
.evidences[].process.user.account.uid,string
.evidences[].process.user.credential_uid,string
.evidences[].process.user.domain,string
.evidences[].process.user.email_addr,string
.evidences[].process.user.full_name,string
.evidences[].process.user.groups[].desc,string
.evidences[].process.user.groups[].domain,string
.evidences[].process.user.groups[].name,string
.evidences[].process.user.groups[].privileges[],string
.evidences[].process.user.groups[].type,string
.evidences[].process.user.groups[].uid,string
.evidences[].process.user.ldap_person.cost_center,string
.evidences[].process.user.ldap_person.created_time,integer
.evidences[].process.user.ldap_person.created_time_dt,string
.evidences[].process.user.ldap_person.deleted_time,integer
.evidences[].process.user.ldap_person.deleted_time_dt,string
.evidences[].process.user.ldap_person.email_addrs[],string
.evidences[].process.user.ldap_person.employee_uid,string
.evidences[].process.user.ldap_person.given_name,string
.evidences[].process.user.ldap_person.hire_time,integer
.evidences[].process.user.ldap_person.hire_time_dt,string
.evidences[].process.user.ldap_person.job_title,string
.evidences[].process.user.ldap_person.labels[],string
.evidences[].process.user.ldap_person.last_login_time,integer
.evidences[].process.user.ldap_person.last_login_time_dt,string
.evidences[].process.user.ldap_person.ldap_cn,string
.evidences[].process.user.ldap_person.ldap_dn,string
.evidences[].process.user.ldap_person.leave_time,integer
.evidences[].process.user.ldap_person.leave_time_dt,string
.evidences[].process.user.ldap_person.location.city,string
.evidences[].process.user.ldap_person.location.continent,string
.evidences[].process.user.ldap_person.location.coordinates[],number
.evidences[].process.user.ldap_person.location.country,string
.evidences[].process.user.ldap_person.location.desc,string
.evidences[].process.user.ldap_person.location.geohash,string
.evidences[].process.user.ldap_person.location.is_on_premises,boolean
.evidences[].process.user.ldap_person.location.isp,string
.evidences[].process.user.ldap_person.location.lat,number
.evidences[].process.user.ldap_person.location.long,number
.evidences[].process.user.ldap_person.location.postal_code,string
.evidences[].process.user.ldap_person.location.provider,string
.evidences[].process.user.ldap_person.location.region,string
.evidences[].process.user.ldap_person.manager,null
.evidences[].process.user.ldap_person.modified_time,integer
.evidences[].process.user.ldap_person.modified_time_dt,string
.evidences[].process.user.ldap_person.office_location,string
.evidences[].process.user.ldap_person.surname,string
.evidences[].process.user.name,string
.evidences[].process.user.org.name,string
.evidences[].process.user.org.ou_name,string
.evidences[].process.user.org.ou_uid,string
.evidences[].process.user.org.uid,string
.evidences[].process.user.risk_level,string
.evidences[].process.user.risk_level_id,integer
.evidences[].process.user.risk_score,integer
.evidences[].process.user.type,string
.evidences[].process.user.type_id,integer
.evidences[].process.user.uid,string
.evidences[].process.user.uid_alt,string
.evidences[].process.xattributes,object
.evidences[].query.class,string
.evidences[].query.hostname,string
.evidences[].query.opcode,string
.evidences[].query.opcode_id,integer
.evidences[].query.packet_uid,integer
.evidences[].query.type,string
.evidences[].reg_key.is_system,boolean
.evidences[].reg_key.modified_time,integer
.evidences[].reg_key.modified_time_dt,string
.evidences[].reg_key.path,string
.evidences[].reg_key.security_descriptor,string
.evidences[].reg_value.data,null
.evidences[].reg_value.is_default,boolean
.evidences[].reg_value.is_system,boolean
.evidences[].reg_value.modified_time,integer
.evidences[].reg_value.modified_time_dt,string
.evidences[].reg_value.name,string
.evidences[].reg_value.path,string
.evidences[].reg_value.type,string
.evidences[].reg_value.type_id,integer
.evidences[].src_endpoint.agent_list[].name,string
.evidences[].src_endpoint.agent_list[].policies[].desc,string
.evidences[].src_endpoint.agent_list[].policies[].group.desc,string
.evidences[].src_endpoint.agent_list[].policies[].group.domain,string
.evidences[].src_endpoint.agent_list[].policies[].group.name,string
.evidences[].src_endpoint.agent_list[].policies[].group.privileges[],string
.evidences[].src_endpoint.agent_list[].policies[].group.type,string
.evidences[].src_endpoint.agent_list[].policies[].group.uid,string
.evidences[].src_endpoint.agent_list[].policies[].is_applied,boolean
.evidences[].src_endpoint.agent_list[].policies[].name,string
.evidences[].src_endpoint.agent_list[].policies[].uid,string
.evidences[].src_endpoint.agent_list[].policies[].version,string
.evidences[].src_endpoint.agent_list[].type,string
.evidences[].src_endpoint.agent_list[].type_id,integer
.evidences[].src_endpoint.agent_list[].uid,string
.evidences[].src_endpoint.agent_list[].uid_alt,string
.evidences[].src_endpoint.agent_list[].vendor_name,string
.evidences[].src_endpoint.agent_list[].version,string
.evidences[].src_endpoint.autonomous_system.name,string
.evidences[].src_endpoint.autonomous_system.number,integer
.evidences[].src_endpoint.container.hash.algorithm,string
.evidences[].src_endpoint.container.hash.algorithm_id,integer
.evidences[].src_endpoint.container.hash.value,string
.evidences[].src_endpoint.container.image.labels[],string
.evidences[].src_endpoint.container.image.name,string
.evidences[].src_endpoint.container.image.path,string
.evidences[].src_endpoint.container.image.tag,string
.evidences[].src_endpoint.container.image.uid,string
.evidences[].src_endpoint.container.name,string
.evidences[].src_endpoint.container.network_driver,string
.evidences[].src_endpoint.container.orchestrator,string
.evidences[].src_endpoint.container.pod_uuid,string
.evidences[].src_endpoint.container.runtime,string
.evidences[].src_endpoint.container.size,integer
.evidences[].src_endpoint.container.tag,string
.evidences[].src_endpoint.container.uid,string
.evidences[].src_endpoint.domain,string
.evidences[].src_endpoint.hostname,string
.evidences[].src_endpoint.hw_info.bios_date,string
.evidences[].src_endpoint.hw_info.bios_manufacturer,string
.evidences[].src_endpoint.hw_info.bios_ver,string
.evidences[].src_endpoint.hw_info.chassis,string
.evidences[].src_endpoint.hw_info.cpu_bits,integer
.evidences[].src_endpoint.hw_info.cpu_cores,integer
.evidences[].src_endpoint.hw_info.cpu_count,integer
.evidences[].src_endpoint.hw_info.cpu_speed,integer
.evidences[].src_endpoint.hw_info.cpu_type,string
.evidences[].src_endpoint.hw_info.desktop_display.color_depth,integer
.evidences[].src_endpoint.hw_info.desktop_display.physical_height,integer
.evidences[].src_endpoint.hw_info.desktop_display.physical_orientation,integer
.evidences[].src_endpoint.hw_info.desktop_display.physical_width,integer
.evidences[].src_endpoint.hw_info.desktop_display.scale_factor,integer
.evidences[].src_endpoint.hw_info.keyboard_info.function_keys,integer
.evidences[].src_endpoint.hw_info.keyboard_info.ime,string
.evidences[].src_endpoint.hw_info.keyboard_info.keyboard_layout,string
.evidences[].src_endpoint.hw_info.keyboard_info.keyboard_subtype,integer
.evidences[].src_endpoint.hw_info.keyboard_info.keyboard_type,string
.evidences[].src_endpoint.hw_info.ram_size,integer
.evidences[].src_endpoint.hw_info.serial_number,string
.evidences[].src_endpoint.instance_uid,string
.evidences[].src_endpoint.interface_name,string
.evidences[].src_endpoint.interface_uid,string
.evidences[].src_endpoint.intermediate_ips[],string
.evidences[].src_endpoint.ip,string
.evidences[].src_endpoint.location.city,string
.evidences[].src_endpoint.location.continent,string
.evidences[].src_endpoint.location.coordinates[],number
.evidences[].src_endpoint.location.country,string
.evidences[].src_endpoint.location.desc,string
.evidences[].src_endpoint.location.geohash,string
.evidences[].src_endpoint.location.is_on_premises,boolean
.evidences[].src_endpoint.location.isp,string
.evidences[].src_endpoint.location.lat,number
.evidences[].src_endpoint.location.long,number
.evidences[].src_endpoint.location.postal_code,string
.evidences[].src_endpoint.location.provider,string
.evidences[].src_endpoint.location.region,string
.evidences[].src_endpoint.mac,string
.evidences[].src_endpoint.name,string
.evidences[].src_endpoint.namespace_pid,integer
.evidences[].src_endpoint.os.build,string
.evidences[].src_endpoint.os.country,string
.evidences[].src_endpoint.os.cpe_name,string
.evidences[].src_endpoint.os.cpu_bits,integer
.evidences[].src_endpoint.os.edition,string
.evidences[].src_endpoint.os.lang,string
.evidences[].src_endpoint.os.name,string
.evidences[].src_endpoint.os.sp_name,string
.evidences[].src_endpoint.os.sp_ver,integer
.evidences[].src_endpoint.os.type,string
.evidences[].src_endpoint.os.type_id,integer
.evidences[].src_endpoint.os.version,string
.evidences[].src_endpoint.owner.account.labels[],string
.evidences[].src_endpoint.owner.account.name,string
.evidences[].src_endpoint.owner.account.type,string
.evidences[].src_endpoint.owner.account.type_id,integer
.evidences[].src_endpoint.owner.account.uid,string
.evidences[].src_endpoint.owner.credential_uid,string
.evidences[].src_endpoint.owner.domain,string
.evidences[].src_endpoint.owner.email_addr,string
.evidences[].src_endpoint.owner.full_name,string
.evidences[].src_endpoint.owner.groups[].desc,string
.evidences[].src_endpoint.owner.groups[].domain,string
.evidences[].src_endpoint.owner.groups[].name,string
.evidences[].src_endpoint.owner.groups[].privileges[],string
.evidences[].src_endpoint.owner.groups[].type,string
.evidences[].src_endpoint.owner.groups[].uid,string
.evidences[].src_endpoint.owner.ldap_person.cost_center,string
.evidences[].src_endpoint.owner.ldap_person.created_time,integer
.evidences[].src_endpoint.owner.ldap_person.created_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.deleted_time,integer
.evidences[].src_endpoint.owner.ldap_person.deleted_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.email_addrs[],string
.evidences[].src_endpoint.owner.ldap_person.employee_uid,string
.evidences[].src_endpoint.owner.ldap_person.given_name,string
.evidences[].src_endpoint.owner.ldap_person.hire_time,integer
.evidences[].src_endpoint.owner.ldap_person.hire_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.job_title,string
.evidences[].src_endpoint.owner.ldap_person.labels[],string
.evidences[].src_endpoint.owner.ldap_person.last_login_time,integer
.evidences[].src_endpoint.owner.ldap_person.last_login_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.ldap_cn,string
.evidences[].src_endpoint.owner.ldap_person.ldap_dn,string
.evidences[].src_endpoint.owner.ldap_person.leave_time,integer
.evidences[].src_endpoint.owner.ldap_person.leave_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.location.city,string
.evidences[].src_endpoint.owner.ldap_person.location.continent,string
.evidences[].src_endpoint.owner.ldap_person.location.coordinates[],number
.evidences[].src_endpoint.owner.ldap_person.location.country,string
.evidences[].src_endpoint.owner.ldap_person.location.desc,string
.evidences[].src_endpoint.owner.ldap_person.location.geohash,string
.evidences[].src_endpoint.owner.ldap_person.location.is_on_premises,boolean
.evidences[].src_endpoint.owner.ldap_person.location.isp,string
.evidences[].src_endpoint.owner.ldap_person.location.lat,number
.evidences[].src_endpoint.owner.ldap_person.location.long,number
.evidences[].src_endpoint.owner.ldap_person.location.postal_code,string
.evidences[].src_endpoint.owner.ldap_person.location.provider,string
.evidences[].src_endpoint.owner.ldap_person.location.region,string
.evidences[].src_endpoint.owner.ldap_person.manager,null
.evidences[].src_endpoint.owner.ldap_person.modified_time,integer
.evidences[].src_endpoint.owner.ldap_person.modified_time_dt,string
.evidences[].src_endpoint.owner.ldap_person.office_location,string
.evidences[].src_endpoint.owner.ldap_person.surname,string
.evidences[].src_endpoint.owner.name,string
.evidences[].src_endpoint.owner.org.name,string
.evidences[].src_endpoint.owner.org.ou_name,string
.evidences[].src_endpoint.owner.org.ou_uid,string
.evidences[].src_endpoint.owner.org.uid,string
.evidences[].src_endpoint.owner.risk_level,string
.evidences[].src_endpoint.owner.risk_level_id,integer
.evidences[].src_endpoint.owner.risk_score,integer
.evidences[].src_endpoint.owner.type,string
.evidences[].src_endpoint.owner.type_id,integer
.evidences[].src_endpoint.owner.uid,string
.evidences[].src_endpoint.owner.uid_alt,string
.evidences[].src_endpoint.port,integer
.evidences[].src_endpoint.proxy_endpoint.agent_list[].name,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].desc,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.desc,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.domain,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.name,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.privileges[],string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.type,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].group.uid,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].is_applied,boolean
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].name,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].uid,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].policies[].version,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].type,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].type_id,integer
.evidences[].src_endpoint.proxy_endpoint.agent_list[].uid,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].uid_alt,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].vendor_name,string
.evidences[].src_endpoint.proxy_endpoint.agent_list[].version,string
.evidences[].src_endpoint.proxy_endpoint.autonomous_system.name,string
.evidences[].src_endpoint.proxy_endpoint.autonomous_system.number,integer
.evidences[].src_endpoint.proxy_endpoint.container.hash.algorithm,string
.evidences[].src_endpoint.proxy_endpoint.container.hash.algorithm_id,integer
.evidences[].src_endpoint.proxy_endpoint.container.hash.value,string
.evidences[].src_endpoint.proxy_endpoint.container.image.labels[],string
.evidences[].src_endpoint.proxy_endpoint.container.image.name,string
.evidences[].src_endpoint.proxy_endpoint.container.image.path,string
.evidences[].src_endpoint.proxy_endpoint.container.image.tag,string
.evidences[].src_endpoint.proxy_endpoint.container.image.uid,string
.evidences[].src_endpoint.proxy_endpoint.container.name,string
.evidences[].src_endpoint.proxy_endpoint.container.network_driver,string
.evidences[].src_endpoint.proxy_endpoint.container.orchestrator,string
.evidences[].src_endpoint.proxy_endpoint.container.pod_uuid,string
.evidences[].src_endpoint.proxy_endpoint.container.runtime,string
.evidences[].src_endpoint.proxy_endpoint.container.size,integer
.evidences[].src_endpoint.proxy_endpoint.container.tag,string
.evidences[].src_endpoint.proxy_endpoint.container.uid,string
.evidences[].src_endpoint.proxy_endpoint.domain,string
.evidences[].src_endpoint.proxy_endpoint.hostname,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.bios_date,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.bios_manufacturer,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.bios_ver,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.chassis,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.cpu_bits,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.cpu_cores,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.cpu_count,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.cpu_speed,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.cpu_type,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.desktop_display.color_depth,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.desktop_display.physical_height,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.desktop_display.physical_orientation,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.desktop_display.physical_width,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.desktop_display.scale_factor,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.keyboard_info.function_keys,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.keyboard_info.ime,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.keyboard_info.keyboard_layout,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.keyboard_info.keyboard_subtype,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.keyboard_info.keyboard_type,string
.evidences[].src_endpoint.proxy_endpoint.hw_info.ram_size,integer
.evidences[].src_endpoint.proxy_endpoint.hw_info.serial_number,string
.evidences[].src_endpoint.proxy_endpoint.instance_uid,string
.evidences[].src_endpoint.proxy_endpoint.interface_name,string
.evidences[].src_endpoint.proxy_endpoint.interface_uid,string
.evidences[].src_endpoint.proxy_endpoint.intermediate_ips[],string
.evidences[].src_endpoint.proxy_endpoint.ip,string
.evidences[].src_endpoint.proxy_endpoint.location.city,string
.evidences[].src_endpoint.proxy_endpoint.location.continent,string
.evidences[].src_endpoint.proxy_endpoint.location.coordinates[],number
.evidences[].src_endpoint.proxy_endpoint.location.country,string
.evidences[].src_endpoint.proxy_endpoint.location.desc,string
.evidences[].src_endpoint.proxy_endpoint.location.geohash,string
.evidences[].src_endpoint.proxy_endpoint.location.is_on_premises,boolean
.evidences[].src_endpoint.proxy_endpoint.location.isp,string
.evidences[].src_endpoint.proxy_endpoint.location.lat,number
.evidences[].src_endpoint.proxy_endpoint.location.long,number
.evidences[].src_endpoint.proxy_endpoint.location.postal_code,string
.evidences[].src_endpoint.proxy_endpoint.location.provider,string
.evidences[].src_endpoint.proxy_endpoint.location.region,string
.evidences[].src_endpoint.proxy_endpoint.mac,string
.evidences[].src_endpoint.proxy_endpoint.name,string
.evidences[].src_endpoint.proxy_endpoint.namespace_pid,integer
.evidences[].src_endpoint.proxy_endpoint.os.build,string
.evidences[].src_endpoint.proxy_endpoint.os.country,string
.evidences[].src_endpoint.proxy_endpoint.os.cpe_name,string
.evidences[].src_endpoint.proxy_endpoint.os.cpu_bits,integer
.evidences[].src_endpoint.proxy_endpoint.os.edition,string
.evidences[].src_endpoint.proxy_endpoint.os.lang,string
.evidences[].src_endpoint.proxy_endpoint.os.name,string
.evidences[].src_endpoint.proxy_endpoint.os.sp_name,string
.evidences[].src_endpoint.proxy_endpoint.os.sp_ver,integer
.evidences[].src_endpoint.proxy_endpoint.os.type,string
.evidences[].src_endpoint.proxy_endpoint.os.type_id,integer
.evidences[].src_endpoint.proxy_endpoint.os.version,string
.evidences[].src_endpoint.proxy_endpoint.owner.account.labels[],string
.evidences[].src_endpoint.proxy_endpoint.owner.account.name,string
.evidences[].src_endpoint.proxy_endpoint.owner.account.type,string
.evidences[].src_endpoint.proxy_endpoint.owner.account.type_id,integer
.evidences[].src_endpoint.proxy_endpoint.owner.account.uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.credential_uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.domain,string
.evidences[].src_endpoint.proxy_endpoint.owner.email_addr,string
.evidences[].src_endpoint.proxy_endpoint.owner.full_name,string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].desc,string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].domain,string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].name,string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].privileges[],string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].type,string
.evidences[].src_endpoint.proxy_endpoint.owner.groups[].uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.cost_center,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.created_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.created_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.deleted_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.deleted_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.email_addrs[],string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.employee_uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.given_name,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.hire_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.hire_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.job_title,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.labels[],string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.last_login_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.last_login_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.ldap_cn,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.ldap_dn,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.leave_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.leave_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.city,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.continent,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.coordinates[],number
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.country,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.desc,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.geohash,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.is_on_premises,boolean
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.isp,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.lat,number
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.long,number
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.postal_code,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.provider,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.location.region,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.manager,null
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.modified_time,integer
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.modified_time_dt,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.office_location,string
.evidences[].src_endpoint.proxy_endpoint.owner.ldap_person.surname,string
.evidences[].src_endpoint.proxy_endpoint.owner.name,string
.evidences[].src_endpoint.proxy_endpoint.owner.org.name,string
.evidences[].src_endpoint.proxy_endpoint.owner.org.ou_name,string
.evidences[].src_endpoint.proxy_endpoint.owner.org.ou_uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.org.uid,string
.evidences[].src_endpoint.proxy_endpoint.owner.risk_level,string
